Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.15-205.174.165.73-52247-8080-6,192.168.10.15,52247,205.174.165.73,8080,6,7/7/2017 10:23,65318,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5220.613001,107.1680088,10886.33333,25649.80999,63240.0,22.0,65318.0,21772.66667,37054.915,64558.0,22.0,63865.0,31932.5,44275.4911,63240.0,625.0,0,0,0,0,92,72,61.23886218,45.92914664,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52247-8080-6,205.174.165.73,8080,192.168.10.15,52247,6,7/7/2017 10:23,34,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52248-8080-6,192.168.10.15,52248,205.174.165.73,8080,6,7/7/2017 10:23,77554,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4396.936328,90.25969002,12925.66667,30773.87003,75740.0,21.0,77554.0,25851.33333,44283.83827,76985.0,21.0,76313.0,38156.5,53151.09542,75740.0,573.0,0,0,0,0,92,72,51.57696573,38.6827243,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52248-8080-6,205.174.165.73,8080,192.168.10.15,52248,6,7/7/2017 10:23,33,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52250-8080-6,192.168.10.15,52250,205.174.165.73,8080,6,7/7/2017 10:23,74845,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4556.082571,93.52662168,12474.16667,29562.61509,72815.0,22.0,74845.0,24948.33333,42672.36647,74221.0,22.0,73422.0,36711.0,51058.76646,72815.0,607.0,0,0,0,0,92,72,53.44378382,40.08283786,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52250-8080-6,205.174.165.73,8080,192.168.10.15,52250,6,7/7/2017 10:23,39,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52251-8080-6,192.168.10.15,52251,205.174.165.73,8080,6,7/7/2017 10:24,86573,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3938.872397,80.85661811,14428.83333,34274.80733,84389.0,23.0,86573.0,28857.66667,49334.68157,85823.0,23.0,85139.0,42569.5,59141.70407,84389.0,750.0,0,0,0,0,92,72,46.20378178,34.65283633,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52251-8080-6,205.174.165.73,8080,192.168.10.15,52251,6,7/7/2017 10:24,47,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52252-8080-6,192.168.10.15,52252,205.174.165.73,8080,6,7/7/2017 10:24,58659,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5813.259687,119.3337766,9776.5,22985.76472,56692.0,22.0,58659.0,19553.0,33302.66697,58006.0,22.0,57292.0,28646.0,39663.03357,56692.0,600.0,0,0,0,0,92,72,68.19072947,51.1430471,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52252-8080-6,205.174.165.73,8080,192.168.10.15,52252,6,7/7/2017 10:24,35,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52253-8080-6,192.168.10.15,52253,205.174.165.73,8080,6,7/7/2017 10:24,82147,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4151.094988,85.2130936,13691.16667,32608.6549,80251.0,31.0,82147.0,27382.33333,46860.4211,81491.0,31.0,80876.0,40438.0,56304.08456,80251.0,625.0,0,0,0,0,92,72,48.69319634,36.51989726,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52253-8080-6,205.174.165.73,8080,192.168.10.15,52253,6,7/7/2017 10:24,32,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,375000.0,62500.0,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,31250.0,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51583-8080-6,192.168.10.14,51583,205.174.165.73,8080,6,7/7/2017 10:24,87850,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3881.616392,79.6812749,14641.66667,34651.11094,85368.0,45.0,87850.0,29283.33333,49896.76475,86897.0,45.0,85934.0,42967.0,59964.06926,85368.0,566.0,0,0,0,0,92,72,45.53215709,34.14911781,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51583-8080-6,205.174.165.73,8080,192.168.10.14,51583,6,7/7/2017 10:24,40,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51584-8080-6,192.168.10.14,51584,205.174.165.73,8080,6,7/7/2017 10:24,64912,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5253.26596,107.8383042,10818.66667,25551.82566,62973.0,40.0,64912.0,21637.33333,36810.87652,64141.0,40.0,63553.0,31776.5,44118.5134,62973.0,580.0,0,0,0,0,92,72,61.62188809,46.21641607,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51584-8080-6,205.174.165.73,8080,192.168.10.14,51584,6,7/7/2017 10:24,50,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,240000.0,40000.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20000.0,20000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51585-8080-6,192.168.10.14,51585,205.174.165.73,8080,6,7/7/2017 10:24,122917,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2774.229765,56.9489981,20486.16667,49289.32798,121096.0,41.0,122917.0,40972.33333,70490.23746,122367.0,41.0,121700.0,60850.0,85200.71028,121096.0,604.0,0,0,0,0,92,72,32.54228463,24.40671347,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51585-8080-6,205.174.165.73,8080,192.168.10.14,51585,6,7/7/2017 10:24,48,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.9-205.174.165.73-2572-8080-6,192.168.10.9,2572,205.174.165.73,8080,6,7/7/2017 10:24,66386,4,3,206,134.0,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5121.561775,105.4439189,11064.33333,25858.55062,63842.0,70.0,66386.0,22128.66667,37427.43387,65343.0,70.0,64493.0,32246.5,44682.78461,63842.0,651.0,0,0,0,0,92,72,60.25366794,45.19025096,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.9-205.174.165.73-2572-8080-6,205.174.165.73,8080,192.168.10.9,2572,6,7/7/2017 10:24,86,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,139534.8837,23255.81395,86.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11627.90698,11627.90698,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51586-8080-6,192.168.10.14,51586,205.174.165.73,8080,6,7/7/2017 10:24,64018,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5326.626886,109.3442469,10669.66667,25111.78034,61925.0,41.0,64018.0,21339.33333,36194.88304,63131.0,41.0,62529.0,31264.5,43360.49493,61925.0,604.0,0,0,0,0,92,72,62.48242682,46.86182011,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51586-8080-6,205.174.165.73,8080,192.168.10.14,51586,6,7/7/2017 10:24,46,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51587-8080-6,192.168.10.14,51587,205.174.165.73,8080,6,7/7/2017 10:25,201470,5,4,213,145.0,195,0,42.6,85.23379611,129,0,36.25,61.96975069,1776.939495,44.67166327,25183.75,70418.76206,199460.0,3.0,201470.0,50367.5,99810.7906,200083.0,43.0,200075.0,66691.66667,114981.1527,199460.0,3.0,0,0,0,0,112,92,24.81759071,19.85407257,0,195,35.8,68.38908295,4677.066667,0,0,0,1,0,0,0,0,0,39.77777778,42.6,36.25,112,0,0,0,0,0,0,5,213,4,145,8192,237,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51588-8080-6,192.168.10.14,51588,205.174.165.73,8080,6,7/7/2017 10:25,160712,27,53,115100,434.0,13140,0,4262.962963,3320.650417,128,0,8.188679245,16.79406558,718888.4464,497.7848574,2034.329114,16662.81846,148247.0,0.0,160712.0,6181.230769,29986.98258,153199.0,3.0,159421.0,3065.788462,20530.2795,148247.0,0.0,0,0,0,0,552,1072,168.0023894,329.782468,0,13140,1426.345679,2767.192924,7657356.679,0,0,0,1,0,0,0,0,1,1444.175,4262.962963,8.188679245,552,0,0,0,0,0,0,27,115100,53,434,8192,1164,26,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51587-8080-6,205.174.165.73,8080,192.168.10.14,51587,6,7/7/2017 10:25,41,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51588-8080-6,205.174.165.73,8080,192.168.10.14,51588,6,7/7/2017 10:25,30,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,400000.0,66666.66667,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,33333.33333,33333.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1164,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51592-8080-6,192.168.10.14,51592,205.174.165.73,8080,6,7/7/2017 10:25,69044,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4938.879555,101.3846243,11507.33333,27134.78908,66892.0,55.0,69044.0,23014.66667,39188.3787,68264.0,70.0,67505.0,33752.5,46866.33035,66892.0,613.0,0,0,0,0,92,72,57.93407103,43.45055327,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51592-8080-6,205.174.165.73,8080,192.168.10.14,51592,6,7/7/2017 10:25,10,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,1200000.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,100000.0,100000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51593-8080-6,192.168.10.14,51593,205.174.165.73,8080,6,7/7/2017 10:25,88940,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3834.045424,78.70474477,14823.33333,35319.9478,86917.0,36.0,88940.0,29646.66667,50757.15412,88255.0,49.0,87502.0,43751.0,61045.94263,86917.0,585.0,0,0,0,0,92,72,44.97413987,33.7306049,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51593-8080-6,205.174.165.73,8080,192.168.10.14,51593,6,7/7/2017 10:25,21,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,571428.5714,95238.09524,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51594-8080-6,192.168.10.14,51594,205.174.165.73,8080,6,7/7/2017 10:25,114721,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2972.428762,61.01759922,19120.16667,45829.91893,112668.0,50.0,114721.0,38240.33333,65583.66767,113969.0,69.0,113265.0,56632.5,79246.16407,112668.0,597.0,0,0,0,0,92,72,34.86719955,26.15039967,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51594-8080-6,205.174.165.73,8080,192.168.10.14,51594,6,7/7/2017 10:25,19,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51595-8080-6,192.168.10.14,51595,205.174.165.73,8080,6,7/7/2017 10:25,64611,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5277.739085,108.340685,10768.5,25355.37175,62521.0,43.0,64611.0,21537.0,36646.54849,63851.0,43.0,63129.0,31564.5,43779.10214,62521.0,608.0,0,0,0,0,92,72,61.90896287,46.43172215,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52254-8080-6,192.168.10.15,52254,205.174.165.73,8080,6,7/7/2017 10:25,192824,5,4,213,145.0,195,0,42.6,85.23379611,129,0,36.25,61.96975069,1856.615359,46.6746878,24103.0,67158.88103,190310.0,4.0,192824.0,48206.0,95264.34248,191101.0,24.0,191113.0,63704.33333,109644.4441,190310.0,4.0,0,0,0,0,112,92,25.93038211,20.74430569,0,195,35.8,68.38908295,4677.066667,0,0,0,1,0,0,0,0,0,39.77777778,42.6,36.25,112,0,0,0,0,0,0,5,213,4,145,8192,237,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52254-8080-6,205.174.165.73,8080,192.168.10.15,52254,6,7/7/2017 10:25,34,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51595-8080-6,205.174.165.73,8080,192.168.10.14,51595,6,7/7/2017 10:25,52,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52255-8080-6,192.168.10.15,52255,205.174.165.73,8080,6,7/7/2017 10:25,90712,21,28,64938,284.0,7300,0,3092.285714,2399.381361,128,0,10.14285714,23.12560596,719000.7937,540.1710909,1889.833333,11892.04577,82557.0,3.0,90712.0,4535.6,19210.66567,86151.0,152.0,89515.0,3315.37037,15837.5934,82557.0,3.0,0,0,0,0,432,572,231.5018961,308.6691948,0,7300,1304.44,2170.707598,4711971.476,0,0,0,1,0,0,0,0,1,1331.061224,3092.285714,10.14285714,432,0,0,0,0,0,0,21,64938,28,284,8192,1210,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52255-8080-6,205.174.165.73,8080,192.168.10.15,52255,6,7/7/2017 10:25,3,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1210,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52256-8080-6,192.168.10.15,52256,205.174.165.73,8080,6,7/7/2017 10:25,60257,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5659.093549,116.1690758,10042.83333,23660.79681,58337.0,54.0,60257.0,20085.66667,34182.73562,59555.0,54.0,58937.0,29468.5,40826.22423,58337.0,600.0,0,0,0,0,92,72,66.38232902,49.78674677,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52256-8080-6,205.174.165.73,8080,192.168.10.15,52256,6,7/7/2017 10:25,39,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51596-8080-6,192.168.10.14,51596,205.174.165.73,8080,6,7/7/2017 10:26,89694,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3801.81506,78.0431244,14949.0,35516.93682,87444.0,17.0,89694.0,29898.0,51022.78239,88812.0,17.0,88028.0,44014.0,61419.29501,87444.0,584.0,0,0,0,0,92,72,44.59607109,33.44705331,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
