=== Próba 1/24 ===
[12/50] Train Loss: 0.212412
[13/50] Train Loss: 0.214024
[14/50] Train Loss: 0.208318
[15/50] Train Loss: 0.208556
[16/50] Train Loss: 0.201271
[17/50] Train Loss: 0.200297
[18/50] Train Loss: 0.196894
[19/50] Train Loss: 0.194691
[20/50] Train Loss: 0.191604
[21/50] Train Loss: 0.188268
[22/50] Train Loss: 0.185337
[23/50] Train Loss: 0.181963
[24/50] Train Loss: 0.174779
[25/50] Train Loss: 0.177278
[26/50] Train Loss: 0.180167
[27/50] Train Loss: 0.181993
[28/50] Train Loss: 0.175100
[29/50] Train Loss: 0.181695
[30/50] Train Loss: 0.176060
[31/50] Train Loss: 0.175740
[32/50] Train Loss: 0.169684
[33/50] Train Loss: 0.182428
[34/50] Train Loss: 0.167569
[35/50] Train Loss: 0.161223
[36/50] Train Loss: 0.170769
[37/50] Train Loss: 0.171148
[38/50] Train Loss: 0.167030
[39/50] Train Loss: 0.166393
[40/50] Train Loss: 0.165794
[41/50] Train Loss: 0.159063
[42/50] Train Loss: 0.166566
[43/50] Train Loss: 0.163173
[44/50] Train Loss: 0.160088
[45/50] Train Loss: 0.163767
[46/50] Train Loss: 0.157017
[47/50] Train Loss: 0.163277
[48/50] Train Loss: 0.160983
[49/50] Train Loss: 0.155508
[50/50] Train Loss: 0.160891


=== Próba 17/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': True, 'dropout': 0.2, 'lr': 0.001}
[1/50] Train Loss: 0.505262
[2/50] Train Loss: 0.405011
[3/50] Train Loss: 0.382932
[4/50] Train Loss: 0.351712
[5/50] Train Loss: 0.353547
[6/50] Train Loss: 0.339649
[7/50] Train Loss: 0.333465
[8/50] Train Loss: 0.331494
[9/50] Train Loss: 0.328746
[10/50] Train Loss: 0.322711
[11/50] Train Loss: 0.326186
[12/50] Train Loss: 0.322517
[13/50] Train Loss: 0.312580
[14/50] Train Loss: 0.317054
[15/50] Train Loss: 0.314665
[16/50] Train Loss: 0.320637
[17/50] Train Loss: 0.320131
[18/50] Train Loss: 0.312163
[19/50] Train Loss: 0.305140
[20/50] Train Loss: 0.310710
[21/50] Train Loss: 0.313125
[22/50] Train Loss: 0.304195
[23/50] Train Loss: 0.299398
[24/50] Train Loss: 0.303791
[25/50] Train Loss: 0.306415
[26/50] Train Loss: 0.301948
[27/50] Train Loss: 0.300902
[28/50] Train Loss: 0.302328
[29/50] Train Loss: 0.301104
[30/50] Train Loss: 0.300053
[31/50] Train Loss: 0.295762
[32/50] Train Loss: 0.296321
[33/50] Train Loss: 0.284952
[34/50] Train Loss: 0.281860
[35/50] Train Loss: 0.285014
[36/50] Train Loss: 0.282024
[37/50] Train Loss: 0.281972
[38/50] Train Loss: 0.285476
[39/50] Train Loss: 0.277958
[40/50] Train Loss: 0.283120
[41/50] Train Loss: 0.278879
[42/50] Train Loss: 0.280757
[43/50] Train Loss: 0.282703
[44/50] Train Loss: 0.279776
[45/50] Train Loss: 0.268938
[46/50] Train Loss: 0.271071
[47/50] Train Loss: 0.269636
[48/50] Train Loss: 0.284246
[49/50] Train Loss: 0.268987
[50/50] Train Loss: 0.276751


=== Próba 18/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': True, 'dropout': 0.2, 'lr': 0.0005}
[1/50] Train Loss: 0.552612
[2/50] Train Loss: 0.453398
[3/50] Train Loss: 0.398349
[4/50] Train Loss: 0.374546
[5/50] Train Loss: 0.358199
[6/50] Train Loss: 0.355042
[7/50] Train Loss: 0.336309
[8/50] Train Loss: 0.327370
[9/50] Train Loss: 0.323074
[10/50] Train Loss: 0.322532
[11/50] Train Loss: 0.314358
[12/50] Train Loss: 0.315164
[13/50] Train Loss: 0.319658
[14/50] Train Loss: 0.314250
[15/50] Train Loss: 0.307772
[16/50] Train Loss: 0.308831
[17/50] Train Loss: 0.302636
[18/50] Train Loss: 0.311490
[19/50] Train Loss: 0.300148
[20/50] Train Loss: 0.311412
[21/50] Train Loss: 0.298493
[22/50] Train Loss: 0.296589
[23/50] Train Loss: 0.299201
[24/50] Train Loss: 0.294567
[25/50] Train Loss: 0.293790
[26/50] Train Loss: 0.296743
[27/50] Train Loss: 0.295256
[28/50] Train Loss: 0.297846
[29/50] Train Loss: 0.287029
[30/50] Train Loss: 0.286620
[31/50] Train Loss: 0.288053
[32/50] Train Loss: 0.299569
[33/50] Train Loss: 0.293834
[34/50] Train Loss: 0.285294
[35/50] Train Loss: 0.288921
[36/50] Train Loss: 0.283689
[37/50] Train Loss: 0.284839
[38/50] Train Loss: 0.287254
[39/50] Train Loss: 0.296797
[40/50] Train Loss: 0.293721
[41/50] Train Loss: 0.288202
[42/50] Train Loss: 0.283382
[43/50] Train Loss: 0.283942
[44/50] Train Loss: 0.287043
[45/50] Train Loss: 0.288135
[46/50] Train Loss: 0.283106
[47/50] Train Loss: 0.280531
[48/50] Train Loss: 0.288091
[49/50] Train Loss: 0.288578
[50/50] Train Loss: 0.286563


=== Próba 19/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': False, 'dropout': 0.0, 'lr': 0.001}
[1/50] Train Loss: 0.229628
[2/50] Train Loss: 0.102204
[3/50] Train Loss: 0.088328
[4/50] Train Loss: 0.069022
[5/50] Train Loss: 0.056433
[6/50] Train Loss: 0.049412
[7/50] Train Loss: 0.061094
[8/50] Train Loss: 0.047147
[9/50] Train Loss: 0.037359
[10/50] Train Loss: 0.041827
[11/50] Train Loss: 0.039615
[12/50] Train Loss: 0.041784
[13/50] Train Loss: 0.039416
[14/50] Train Loss: 0.037503
[15/50] Train Loss: 0.029525
[16/50] Train Loss: 0.033980
[17/50] Train Loss: 0.038529
[18/50] Train Loss: 0.027037
[19/50] Train Loss: 0.021974
[20/50] Train Loss: 0.029997
[21/50] Train Loss: 0.021719
[22/50] Train Loss: 0.022282
[23/50] Train Loss: 0.019964
[24/50] Train Loss: 0.020684
[25/50] Train Loss: 0.029121
[26/50] Train Loss: 0.015477
[27/50] Train Loss: 0.021513
[28/50] Train Loss: 0.025302
[29/50] Train Loss: 0.019879
[30/50] Train Loss: 0.019455
[31/50] Train Loss: 0.020520
[32/50] Train Loss: 0.020702
[33/50] Train Loss: 0.021659
[34/50] Train Loss: 0.020254
[35/50] Train Loss: 0.019592
[36/50] Train Loss: 0.030114
[37/50] Train Loss: 0.013723
[38/50] Train Loss: 0.015512
[39/50] Train Loss: 0.015557
[40/50] Train Loss: 0.022213
[41/50] Train Loss: 0.013387
[42/50] Train Loss: 0.015707
[43/50] Train Loss: 0.020098
[44/50] Train Loss: 0.021478
[45/50] Train Loss: 0.011467
[46/50] Train Loss: 0.020344
[47/50] Train Loss: 0.016805
[48/50] Train Loss: 0.016062
[49/50] Train Loss: 0.016531
[50/50] Train Loss: 0.024088

=== Próba 20/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': False, 'dropout': 0.0, 'lr': 0.0005}
[1/50] Train Loss: 0.277446
[2/50] Train Loss: 0.119994
[3/50] Train Loss: 0.088419
[4/50] Train Loss: 0.071676
[5/50] Train Loss: 0.062596
[6/50] Train Loss: 0.053470
[7/50] Train Loss: 0.053106
[8/50] Train Loss: 0.045636
[9/50] Train Loss: 0.048542
[10/50] Train Loss: 0.044982
[11/50] Train Loss: 0.041460
[12/50] Train Loss: 0.034956
[13/50] Train Loss: 0.033888
[14/50] Train Loss: 0.032510
[15/50] Train Loss: 0.031364
[16/50] Train Loss: 0.025707
[17/50] Train Loss: 0.030070
[18/50] Train Loss: 0.025242
[19/50] Train Loss: 0.029475
[20/50] Train Loss: 0.023324
[21/50] Train Loss: 0.026796
[22/50] Train Loss: 0.022821
[23/50] Train Loss: 0.018508
[24/50] Train Loss: 0.019915
[25/50] Train Loss: 0.022972
[26/50] Train Loss: 0.020994
[27/50] Train Loss: 0.020820
[28/50] Train Loss: 0.019818
[29/50] Train Loss: 0.018027
[30/50] Train Loss: 0.019502
[31/50] Train Loss: 0.017576
[32/50] Train Loss: 0.016580
[33/50] Train Loss: 0.019365
[34/50] Train Loss: 0.017694
[35/50] Train Loss: 0.017266
[36/50] Train Loss: 0.016902
[37/50] Train Loss: 0.018229
[38/50] Train Loss: 0.016116
[39/50] Train Loss: 0.015869
[40/50] Train Loss: 0.016396
[41/50] Train Loss: 0.014427
[42/50] Train Loss: 0.014267
[43/50] Train Loss: 0.014797
[44/50] Train Loss: 0.014550
[45/50] Train Loss: 0.018963
[46/50] Train Loss: 0.014885
[47/50] Train Loss: 0.014443
[48/50] Train Loss: 0.013288
[49/50] Train Loss: 0.014014
[50/50] Train Loss: 0.013877



=== Próba 21/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': False, 'dropout': 0.1, 'lr': 0.001}
[1/50] Train Loss: 0.411415
[2/50] Train Loss: 0.272334
[3/50] Train Loss: 0.241130
[4/50] Train Loss: 0.229756
[5/50] Train Loss: 0.215203
[6/50] Train Loss: 0.206767
[7/50] Train Loss: 0.205404
[8/50] Train Loss: 0.196805
[9/50] Train Loss: 0.201047
[10/50] Train Loss: 0.194424
[11/50] Train Loss: 0.191811
[12/50] Train Loss: 0.176266
[13/50] Train Loss: 0.174038
[14/50] Train Loss: 0.183814
[15/50] Train Loss: 0.161383
[16/50] Train Loss: 0.168019
[17/50] Train Loss: 0.166053
[18/50] Train Loss: 0.165160
[19/50] Train Loss: 0.163460
[20/50] Train Loss: 0.161885
[21/50] Train Loss: 0.160153
[22/50] Train Loss: 0.170424
[23/50] Train Loss: 0.162374
[24/50] Train Loss: 0.165219
[25/50] Train Loss: 0.157402
[26/50] Train Loss: 0.152780
[27/50] Train Loss: 0.165862
[28/50] Train Loss: 0.164237
[29/50] Train Loss: 0.161617
[30/50] Train Loss: 0.160754
[31/50] Train Loss: 0.152849
[32/50] Train Loss: 0.166938
[33/50] Train Loss: 0.155284
[34/50] Train Loss: 0.160697
[35/50] Train Loss: 0.148045
[36/50] Train Loss: 0.165139
[37/50] Train Loss: 0.155349
[38/50] Train Loss: 0.152646
[39/50] Train Loss: 0.157795
[40/50] Train Loss: 0.156605
[41/50] Train Loss: 0.169844
[42/50] Train Loss: 0.150447
[43/50] Train Loss: 0.147370
[44/50] Train Loss: 0.145972
[45/50] Train Loss: 0.164026
[46/50] Train Loss: 0.148797
[47/50] Train Loss: 0.147554
[48/50] Train Loss: 0.148439
[49/50] Train Loss: 0.171686
[50/50] Train Loss: 0.154791



=== Próba 22/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': False, 'dropout': 0.1, 'lr': 0.0005}
[1/50] Train Loss: 0.458275
[2/50] Train Loss: 0.292564
[3/50] Train Loss: 0.258807
[4/50] Train Loss: 0.244077
[5/50] Train Loss: 0.233689
[6/50] Train Loss: 0.222365
[7/50] Train Loss: 0.211911
[8/50] Train Loss: 0.209413
[9/50] Train Loss: 0.205152
[10/50] Train Loss: 0.198936
[11/50] Train Loss: 0.198085
[12/50] Train Loss: 0.193515
[13/50] Train Loss: 0.192266
[14/50] Train Loss: 0.190772
[15/50] Train Loss: 0.187437
[16/50] Train Loss: 0.188205
[17/50] Train Loss: 0.183750
[18/50] Train Loss: 0.185522
[19/50] Train Loss: 0.183086
[20/50] Train Loss: 0.182908
[21/50] Train Loss: 0.180339
[22/50] Train Loss: 0.166585
[23/50] Train Loss: 0.163391
[24/50] Train Loss: 0.168036
[25/50] Train Loss: 0.153307
[26/50] Train Loss: 0.151952
[27/50] Train Loss: 0.148225
[28/50] Train Loss: 0.149749
[29/50] Train Loss: 0.150653
[30/50] Train Loss: 0.148159
[31/50] Train Loss: 0.152072
[32/50] Train Loss: 0.149126
[33/50] Train Loss: 0.146689
[34/50] Train Loss: 0.163920
[35/50] Train Loss: 0.151588
[36/50] Train Loss: 0.163525
[37/50] Train Loss: 0.148034
[38/50] Train Loss: 0.152100
[39/50] Train Loss: 0.146513
[40/50] Train Loss: 0.150561
[41/50] Train Loss: 0.143815
[42/50] Train Loss: 0.150635
[43/50] Train Loss: 0.151604
[44/50] Train Loss: 0.144034
[45/50] Train Loss: 0.149404
[46/50] Train Loss: 0.144278
[47/50] Train Loss: 0.150177
[48/50] Train Loss: 0.145215
[49/50] Train Loss: 0.143796
[50/50] Train Loss: 0.150197



=== Próba 23/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': False, 'dropout': 0.2, 'lr': 0.001}
[1/50] Train Loss: 0.490850
[2/50] Train Loss: 0.394285
[3/50] Train Loss: 0.352877
[4/50] Train Loss: 0.342607
[5/50] Train Loss: 0.341518
[6/50] Train Loss: 0.327483
[7/50] Train Loss: 0.321675
[8/50] Train Loss: 0.337903
[9/50] Train Loss: 0.313437
[10/50] Train Loss: 0.305700
[11/50] Train Loss: 0.307851
[12/50] Train Loss: 0.302467
[13/50] Train Loss: 0.297186
[14/50] Train Loss: 0.289004
[15/50] Train Loss: 0.315837
[16/50] Train Loss: 0.284188
[17/50] Train Loss: 0.283342
[18/50] Train Loss: 0.278121
[19/50] Train Loss: 0.278229
[20/50] Train Loss: 0.290235
[21/50] Train Loss: 0.277944
[22/50] Train Loss: 0.287352
[23/50] Train Loss: 0.268033
[24/50] Train Loss: 0.272348
[25/50] Train Loss: 0.286937
[26/50] Train Loss: 0.269310
[27/50] Train Loss: 0.289778
[28/50] Train Loss: 0.270028
[29/50] Train Loss: 0.270455
[30/50] Train Loss: 0.265890
[31/50] Train Loss: 0.256011
[32/50] Train Loss: 0.255180
[33/50] Train Loss: 0.250721
[34/50] Train Loss: 0.263606
[35/50] Train Loss: 0.262599
[36/50] Train Loss: 0.277338
[37/50] Train Loss: 0.258027
[38/50] Train Loss: 0.257910
[39/50] Train Loss: 0.249061
[40/50] Train Loss: 0.251162
[41/50] Train Loss: 0.266559
[42/50] Train Loss: 0.258186
[43/50] Train Loss: 0.248910
[44/50] Train Loss: 0.254731
[45/50] Train Loss: 0.257189
[46/50] Train Loss: 0.247480
[47/50] Train Loss: 0.284288
[48/50] Train Loss: 0.265038
[49/50] Train Loss: 0.243650
[50/50] Train Loss: 0.258032


=== Próba 24/24 ===
Parametry: {'batch_size': 1024, 'batchnorm': False, 'dropout': 0.2, 'lr': 0.0005}
[1/50] Train Loss: 0.533085
[2/50] Train Loss: 0.404417
[3/50] Train Loss: 0.374930
[4/50] Train Loss: 0.355547
[5/50] Train Loss: 0.334958
[6/50] Train Loss: 0.328645
[7/50] Train Loss: 0.324279
[8/50] Train Loss: 0.315155
[9/50] Train Loss: 0.306968
[10/50] Train Loss: 0.310318
[11/50] Train Loss: 0.309879
[12/50] Train Loss: 0.309986
[13/50] Train Loss: 0.308749
[14/50] Train Loss: 0.304301
[15/50] Train Loss: 0.301939
[16/50] Train Loss: 0.294575
[17/50] Train Loss: 0.298846
[18/50] Train Loss: 0.293423
[19/50] Train Loss: 0.292742
[20/50] Train Loss: 0.294565
[21/50] Train Loss: 0.288978
[22/50] Train Loss: 0.295060
[23/50] Train Loss: 0.287697
[24/50] Train Loss: 0.285732
[25/50] Train Loss: 0.284843
[26/50] Train Loss: 0.282504
[27/50] Train Loss: 0.283682
[28/50] Train Loss: 0.283965
[29/50] Train Loss: 0.279593
[30/50] Train Loss: 0.278983
[31/50] Train Loss: 0.278584
[32/50] Train Loss: 0.278180
[33/50] Train Loss: 0.278694
[34/50] Train Loss: 0.287758
[35/50] Train Loss: 0.267262
[36/50] Train Loss: 0.270826
[37/50] Train Loss: 0.267146
[38/50] Train Loss: 0.272095
[39/50] Train Loss: 0.270426
[40/50] Train Loss: 0.268897
[41/50] Train Loss: 0.263427
[42/50] Train Loss: 0.257684
[43/50] Train Loss: 0.266620
[44/50] Train Loss: 0.268157
[45/50] Train Loss: 0.268092
[46/50] Train Loss: 0.261590
[47/50] Train Loss: 0.274894
[48/50] Train Loss: 0.265035
[49/50] Train Loss: 0.265029
[50/50] Train Loss: 0.254852

Zakończono optymalizację. Wyniki zapisane w summary.csv.
